UniqueCount	AmbigCount
0	0
0	0
0	0
18	85
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	0
0	0
2	0
0	0
1	0
2	0
0	0
0	18
0	0
0	0
0	0
0	0
0	0
0	0
48	0
0	0
0	0
0	0
0	0
0	0
0	0
0	42
0	1
0	1
4	0
0	0
2	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	5
0	0
4	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	18
0	0
2	0
0	0
0	0
3	0
4	0
0	6
0	0
0	0
0	18
0	0
0	0
0	2
1	0
0	0
0	1
2	0
0	0
3	0
4	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
2	0
0	0
0	0
1	0
0	5
0	0
0	0
0	0
0	0
8	5
0	0
23	0
0	0
9	0
0	0
0	0
10	1
0	0
1	0
0	0
0	2
0	0
10	0
0	0
1	0
0	0
0	0
0	0
3	0
0	0
1	0
0	0
1	0
0	0
5	0
0	0
1	0
12	0
2	0
5	0
2	0
0	0
22	2
0	0
0	0
0	0
8	0
2	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
2	0
0	0
1	0
0	0
0	0
0	0
0	0
13	0
1	0
0	0
1	0
4	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
12	0
0	0
0	207
0	0
0	0
7	0
0	0
1	0
2	0
3	0
0	0
1	0
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
1	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	2
5	0
0	548
0	0
0	0
9	0
0	0
0	0
0	0
0	1
1	0
0	0
2	1
13	0
5	0
3	0
0	0
0	0
0	1537
3	1
14	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
1	0
1	0
8	1
0	795
0	0
1	0
0	0
0	0
2	0
0	0
35	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
117	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	5
0	0
0	0
7	3
0	548
0	0
1	0
0	0
0	0
0	0
0	0
0	5
0	7
0	0
0	0
0	8
0	0
0	0
13	0
0	0
0	2
0	0
0	0
0	0
0	0
0	3
4	0
0	0
0	795
0	0
16	0
0	0
1	0
0	0
0	0
36	0
0	0
0	0
0	0
0	0
0	21
87	0
0	0
0	0
1	0
0	0
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
