UniqueCount	AmbigCount
0	0
0	0
0	0
13	88
1	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
5	0
0	0
3	0
1	0
0	0
5	0
0	0
0	28
1	0
0	0
0	0
0	0
0	0
0	0
48	0
0	0
0	0
0	0
0	0
0	0
0	0
0	38
0	2
0	0
4	1
0	0
3	5
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
7	0
0	0
0	1
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	28
0	0
0	0
0	0
0	0
0	0
5	0
0	12
0	0
0	0
0	19
0	0
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
6	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
2	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
0	2
0	0
0	0
0	0
0	0
12	1
0	0
18	0
0	0
7	0
0	0
0	0
12	0
0	0
4	0
4	0
0	5
0	0
4	0
0	0
3	0
0	0
0	0
0	0
5	0
0	0
0	0
0	0
1	0
0	0
3	0
0	0
0	3
4	0
2	0
5	0
0	0
0	0
21	4
0	0
0	0
0	0
7	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	0
0	0
1	0
0	0
0	0
0	0
0	0
17	0
7	0
0	0
2	0
3	0
0	4
1	0
0	0
0	0
0	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
2	0
0	0
3	167
0	0
2	0
3	0
0	0
2	0
0	0
7	0
0	1
1	0
0	0
0	0
0	1
0	15
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
11	0
0	2
3	0
0	627
0	0
0	0
12	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
5	0
2	0
2	0
0	0
0	0
0	1722
2	0
3	0
0	1
1	0
1	0
1	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
3	0
0	605
0	0
2	0
0	0
0	0
0	0
0	0
49	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
127	1
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	2
0	0
0	0
3	2
0	627
0	0
2	0
0	0
0	0
0	0
0	0
0	1
0	6
0	0
0	0
0	5
0	0
0	0
16	0
0	0
0	1
0	0
2	0
0	0
1	0
0	1
1	0
0	0
0	605
0	0
15	0
0	0
0	0
0	0
0	0
18	0
0	0
0	1
0	0
0	3
0	11
69	0
0	0
0	0
3	0
1	0
0	1
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
5	0
0	0
